阿佐美,アサミ,阿佐美,2152,1
阿佐美,アザミ,阿佐美,2168,1
阿佐部,アサベ,阿佐部,2121,1
阿佐野,アサノ,阿佐野,2003,1
阿左見,アサミ,阿左見,2153,1
阿左見,アザミ,阿左見,2169,1
阿左美,アサミ,阿左美,2154,1
阿左美,アザミ,阿左美,2170,1
阿砂,アスナ,阿砂,2619,1
阿砂利,アジャリ,阿砂利,2549,1
阿坐上,アザカミ,阿坐上,1774,1
阿座見野,アザミノ,阿座見野,2190,1
阿座上,アザカミ,阿座上,1775,1
阿座上,アザガミ,阿座上,1778,1
阿妻,アズマ,阿妻,2629,1
阿妻,アヅマ,阿妻,3087,1
阿在,アザイ,阿在,1653,1
阿坂,アサカ,阿坂,1723,1
阿阪,アサカ,阿阪,1724,1
阿崎,アザキ,阿崎,1806,1
阿山,アヤマ,阿山,4083,1
阿讃横,アサンオウ,阿讃横,2249,1
阿讃坊,アサンボウ,阿讃坊,2250,1
阿子,アコ,阿子,1597,1
阿子田,アスダ,阿子田,2615,1
阿子島,アコシマ,阿子島,1623,1
阿子島,アコジマ,阿子島,1624,1
阿子嶋,アコジマ,阿子嶋,1625,1
阿師村,アシムラ,阿師村,2519,1
阿志賀,アシガ,阿志賀,2284,1
阿志谷,アシヤ,阿志谷,2535,1
阿施,アセ,阿施,2698,1
阿児,アコ,阿児,1598,1
阿字,アジ,阿字,2252,1
阿字川,アジカワ,阿字川,2319,1
阿字地,アジチ,阿字地,2417,1
阿字野,アジノ,阿字野,2465,1
阿字雄,アジオ,阿字雄,2272,1
阿寺,アテラ,阿寺,3151,1
阿慈谷,アジタニ,阿慈谷,2411,1
阿慈知,アジチ,阿慈知,2418,1
阿慈地,アジチ,阿慈地,2419,1
阿次富,アシトミ,阿次富,2443,1
阿治,アジ,阿治,2253,1
阿治部,アジベ,阿治部,2491,1
阿鹿,アジカ,阿鹿,2288,1
阿式,アシキ,阿式,2327,1
阿式,アジキ,阿式,2331,1
阿実,アザネ,阿実,2001,1
阿実,アジツ,阿実,2432,1
阿舎利,アジャリ,阿舎利,2550,1
阿舎利,アゼリ,阿舎利,2798,1
阿守,アモリ,阿守,4026,1
阿手,アテ,阿手,3139,1
阿寿賀,アスカ,阿寿賀,2577,1
阿宗,アソウ,阿宗,2815,1
阿洲波,アスワ,阿洲波,2696,1
阿住,アズミ,阿住,2679,1
阿重田,アジュウタ,阿重田,2551,1
阿重田,アジュウダ,阿重田,2552,1
阿出川,アデカワ,阿出川,3140,1
阿出川,アデガワ,阿出川,3141,1
阿小毛,アコモ,阿小毛,1631,1
阿松,アマツ,阿松,3705,1
阿乗,アノリ,阿乗,3322,1
阿食,アジキ,阿食,2332,1
阿尻,アジリ,阿尻,2555,1
阿真,アマ,阿真,3490,1
阿神田,アカンダ,阿神田,983,1
阿仁,アニ,阿仁,3286,1
阿仁屋,アニヤ,阿仁屋,3292,1
阿仁谷,アニヤ,阿仁谷,3293,1
阿諏訪,アスワ,阿諏訪,2697,1
阿須賀,アスカ,阿須賀,2578,1
阿須間,アスマ,阿須間,2624,1
阿須名,アスナ,阿須名,2620,1
阿吹,アブキ,阿吹,3376,1
阿水,アスイ,阿水,2572,1
阿随,アズイ,阿随,2573,1
阿菅原,アスガワラ,阿菅原,2595,1
阿澄,アズミ,阿澄,2680,1
阿世賀,アセガ,阿世賀,2714,1
阿世知,アセチ,阿世知,2746,1
阿世知,アゼチ,阿世知,2748,1
阿世比,アセビ,阿世比,2772,1
阿世比丸,アセビマル,阿世比丸,2774,1
阿世保,アセボ,阿世保,2779,1
阿瀬,アセ,阿瀬,2699,1
阿瀬,アゼ,阿瀬,2702,1
阿瀬井,アセイ,阿瀬井,2706,1
阿瀬見,アセミ,阿瀬見,2783,1
阿瀬沼,アセヌマ,阿瀬沼,2766,1
阿瀬川,アセガワ,阿瀬川,2722,1
阿瀬川,アゼカワ,阿瀬川,2723,1
阿瀬川,アゼガワ,阿瀬川,2726,1
阿瀬知,アセチ,阿瀬知,2747,1
阿瀬田,アセダ,阿瀬田,2737,1
阿瀬部,アセベ,阿瀬部,2777,1
阿征,アソ,阿征,2800,1
阿星,アボシ,阿星,3483,1
阿生山,アブヤマ,阿生山,3396,1
阿石,アセキ,阿石,2728,1
阿積,アズミ,阿積,2681,1
阿折,アオリ,阿折,586,1
阿千輪,アチワ,阿千輪,2993,1
阿川,アガワ,阿川,980,1
阿泉,アズミ,阿泉,2682,1
阿曾,アソ,阿曾,2801,1
阿曾井,アソイ,阿曾井,2811,1
阿曾沼,アソヌマ,阿曾沼,2858,1
阿曾村,アソムラ,阿曾村,2871,1
阿曾田,アソダ,阿曾田,2848,1
阿曾尾,アソオ,阿曾尾,2839,1
阿曽,アソ,阿曽,2802,1
阿曽,アソウ,阿曽,2816,1
阿曽井,アソイ,阿曽井,2812,1
阿曽宇,アソウ,阿曽宇,2817,1
阿曽根,アソネ,阿曽根,2860,1
阿曽沼,アソヌマ,阿曽沼,2859,1
阿曽生,アソウ,阿曽生,2818,1
阿曽村,アソムラ,阿曽村,2872,1
阿曽田,アソダ,阿曽田,2849,1
阿曽尾,アソオ,阿曽尾,2840,1
阿曽野,アソノ,阿曽野,2861,1
阿蘇,アソ,阿蘇,2803,1
阿蘇山,アソヤマ,阿蘇山,2874,1
阿蘇谷,アソタニ,阿蘇谷,2856,1
阿蘇田,アソダ,阿蘇田,2850,1
阿蘇波,アソバ,阿蘇波,2866,1
阿蘇品,アソシナ,阿蘇品,2844,1
阿蘇野,アソノ,阿蘇野,2862,1
阿蘇和,アソワ,阿蘇和,2876,1
阿僧田,アソダ,阿僧田,2852,1
阿倉,アクラ,阿倉,1386,1
阿倉,アグラ,阿倉,1389,1
阿早田,アソウダ,阿早田,2833,1
阿早田,アソダ,阿早田,2851,1
阿漕,アコギ,阿漕,1620,1
阿相,アソウ,阿相,2819,1
阿草,アグサ,阿草,1330,1
阿藻,アモ,阿藻,4017,1
阿蔵,アゾウ,阿蔵,2828,1
阿孫,アソン,阿孫,2877,1
阿村,アムラ,阿村,3946,1
阿多,アタ,阿多,2878,1
阿多口,アタグチ,阿多口,2907,1
阿多江,アタエ,阿多江,2885,1
阿多石,アタイシ,阿多石,2884,1
阿多野,アタノ,阿多野,2944,1
阿多野,アダノ,阿多野,2945,1
阿多利,アタリ,阿多利,2962,1
阿太地,アダチ,阿太地,2916,1
阿代田,アヨタ,阿代田,4114,1
阿鷹,アタカ,阿鷹,2892,1
阿宅,アタク,阿宅,2905,1
阿沢,アザワ,阿沢,2244,1
阿達,アダチ,阿達,2917,1
阿谷,アタニ,阿谷,2938,1
阿谷,アダニ,阿谷,2939,1
阿知,アチ,阿知,2966,1
阿知原,アチハラ,阿知原,2985,1
阿知地,アジチ,阿知地,2423,1
阿知波,アチハ,阿知波,2981,1
阿知波,アチバ,阿知波,2984,1
阿知波,アチワ,阿知波,2994,1
阿知破,アチハ,阿知破,2982,1
阿知破,アチワ,阿知破,2995,1
阿知野,アチノ,阿知野,2980,1
阿知葉,アチハ,阿知葉,2983,1
阿知羅,アチラ,阿知羅,2991,1
阿知良,アチラ,阿知良,2992,1
阿知和,アチワ,阿知和,2996,1
阿地,アチ,阿地,2967,1
阿地知,アジチ,阿地知,2420,1
阿地知,アヂチ,阿地知,2976,1
阿地部,アジベ,阿地部,2492,1
阿地部,アチベ,阿地部,2987,1
阿地方,アジカタ,阿地方,2299,1
阿地方,アチカタ,阿地方,2971,1
阿智,アチ,阿智,2968,1
阿智原,アチハラ,阿智原,2986,1
阿智北,アチキタ,阿智北,2973,1
阿竹,アタケ,阿竹,2908,1
阿茶,アチャ,阿茶,2988,1
阿中,アナカ,阿中,3230,1
阿津,アツ,阿津,2997,1
阿津,アヅ,阿津,2999,1
阿津間,アズマ,阿津間,2630,1
阿津間,アヅマ,阿津間,3088,1
阿津坂,アツサカ,阿津坂,3033,1
阿津坂,アツザカ,阿津坂,3035,1
阿津川,アツカワ,阿津川,3014,1
阿津川,アヅカワ,阿津川,3018,1
阿津沢,アツサワ,阿津沢,3039,1
阿津沢,アツザワ,阿津沢,3043,1
阿津地,アヅチ,阿津地,3073,1
阿津磨,アヅマ,阿津磨,3089,1
阿津又,アズマタ,阿津又,2657,1
阿津澤,アツサワ,阿津澤,3040,1
阿津澤,アツザワ,阿津澤,3044,1
阿塚,アヅカ,阿塚,3011,1
阿辻,アツジ,阿辻,3051,1
阿汀,アギワ,阿汀,1316,1
阿天坊,アテンボウ,阿天坊,3152,1
阿天防,アテンボウ,阿天防,3153,1
阿田,アタ,阿田,2879,1
阿田,アダ,阿田,2880,1
阿田原,アタハラ,阿田原,2946,1
阿田子,アタゴ,阿田子,2912,1
阿田川,アタガワ,阿田川,2898,1
阿田川,アダガワ,阿田川,2899,1
阿田木,アタギ,阿田木,2901,1
阿渡,アワタリ,阿渡,4928,1
阿登,アト,阿登,3155,1
阿度,アド,阿度,3158,1
阿土,アヅチ,阿土,3074,1
阿刀,アトウ,阿刀,3162,1
阿刀田,アトウダ,阿刀田,3171,1
阿刀田,アトダ,阿刀田,3190,1
阿島,アジマ,阿島,2499,1
阿嶋,アジマ,阿嶋,2500,1
阿藤,アトウ,阿藤,3163,1
阿踏,アブミ,阿踏,3388,1
阿童,アドウ,阿童,3167,1
阿曇,アズミ,阿曇,2683,1
阿奈,アナ,阿奈,3221,1
阿那,アナ,阿那,3222,1
阿那田,アナダ,阿那田,3254,1
阿内,アウチ,阿内,379,1
阿南,アナミ,阿南,3272,1
阿南,アナン,阿南,3284,1
阿二,アニ,阿二,3287,1
阿納,アノウ,阿納,3310,1
阿納田,アノダ,阿納田,3317,1
阿能,アノウ,阿能,3311,1
阿波,アナミ,阿波,3273,1
阿波,アバ,阿波,3324,1
阿波,アワ,阿波,4827,1
阿波井,アワイ,阿波井,4834,1
阿波屋,アワヤ,阿波屋,4970,1
阿波加,アワカ,阿波加,4852,1
阿波賀,アワガ,阿波賀,4853,1
阿波角,アワカク,阿波角,4855,1
阿波根,アハゴン,阿波根,3327,1
阿波根,アハネ,阿波根,3332,1
阿波根,アワネ,阿波根,4940,1
阿波崎,アバサキ,阿波崎,3328,1
阿波崎,アワサキ,阿波崎,4879,1
阿波曾,アワソ,阿波曾,4908,1
阿波曽,アワソ,阿波曽,4909,1
阿波村,アワムラ,阿波村,4964,1
阿波谷,アワタニ,阿波谷,4925,1
阿波谷,アワヤ,阿波谷,4971,1
阿波田,アワタ,阿波田,4910,1
阿波田,アワダ,阿波田,4916,1
阿波島,アワシマ,阿波島,4895,1
阿波嶋,アワシマ,阿波嶋,4896,1
阿波部,アワベ,阿波部,4960,1
阿波峰,アバミネ,阿波峰,3334,1
阿波峰,アワミネ,阿波峰,4962,1
阿波峯,アワミネ,阿波峯,4961,1
阿波野,アワノ,阿波野,4944,1
阿波連,アナミ,阿波連,3274,1
阿波連,アハレン,阿波連,3339,1
阿波嵜,アバサキ,阿波嵜,3329,1
阿倍,アベ,阿倍,3424,1
阿倍倉,アベクラ,阿倍倉,3447,1
阿倍野,アベノ,阿倍野,3457,1
阿陪,アベ,阿陪,3425,1
阿畠,アバタケ,阿畠,3331,1
阿比子,アビコ,阿比子,3345,1
阿比倉,アビクラ,阿比倉,3342,1
阿比野,アビノ,阿比野,3358,1
阿比野,アミノ,阿比野,3915,1
阿比留,アビル,阿比留,3361,1
阿比畄,アビル,阿比畄,3362,1
阿尾,アオ,阿尾,386,1
阿尾井,アオイ,阿尾井,391,1
阿美,アミ,阿美,3846,1
阿美井,アミイ,阿美井,3852,1
阿美古,アビコ,阿美古,3346,1
阿美谷,アミタニ,阿美谷,3898,1
阿彦,アヒコ,阿彦,3343,1
阿彦,アビコ,阿彦,3347,1
阿蒜,アビル,阿蒜,3363,1
阿蛭,アビル,阿蛭,3364,1
阿品,アジナ,阿品,2451,1
阿浜,アハマ,阿浜,3333,1
阿武,アタケ,阿武,2909,1
阿武,アブ,阿武,3371,1
阿武,アム,阿武,3945,1
阿武,アンノ,阿武,5136,1
阿武屋,アブヤ,阿武屋,3395,1
阿武隈川,アブクマガワ,阿武隈川,3379,1
阿武木,アブキ,阿武木,3377,1
阿武野,アブノ,阿武野,3386,1
阿武羅,アブラ,阿武羅,3397,1
阿部,アベ,阿部,3426,1
阿部井,アベイ,阿部井,3439,1
阿部山,アベヤマ,阿部山,3469,1
阿部松,アベマツ,阿部松,3462,1
阿部川,アベカワ,阿部川,3442,1
阿部倉,アベクラ,阿部倉,3448,1
阿部津,アベツ,阿部津,3453,1
阿部田,アベタ,阿部田,3451,1
阿部島,アベシマ,阿部島,3450,1
阿部野,アベノ,阿部野,3458,1
阿部羅,アベラ,阿部羅,3475,1
阿分,アワケ,阿分,4873,1
阿閉,アツジ,阿閉,3052,1
阿閉,アトジ,阿閉,3184,1
阿閉,アベ,阿閉,3427,1
阿別当,アベットウ,阿別当,3454,1
阿片,アガタ,阿片,762,1
阿辺,アベ,阿辺,3428,1
阿辺山,アベヤマ,阿辺山,3470,1
阿辺川,アベカワ,阿辺川,3443,1
阿保,アボ,阿保,3476,1
阿保,アボウ,阿保,3480,1
阿保谷,アボタニ,阿保谷,3488,1
阿母,アボ,阿母,3477,1
阿方,アガタ,阿方,763,1
阿望,アモウ,阿望,4018,1
阿北,アキタ,阿北,1095,1
阿墨,アズミ,阿墨,2684,1
阿本,アモト,阿本,4025,1
阿磨,アマ,阿磨,3491,1
阿麻橘,アオキツ,阿麻橘,451,1
阿万,アマ,阿万,3492,1
阿万,アマン,阿万,3841,1
阿万瀬,アマセ,阿万瀬,3669,1
阿万田,アマタ,阿万田,3674,1
阿万田,アマンダ,阿万田,3844,1
阿万野,アマノ,阿万野,3748,1
阿満,アマ,阿満,3493,1
阿満,アマン,阿満,3842,1
阿満,アミツ,阿満,3901,1
阿茂瀬,アモセ,阿茂瀬,4024,1
阿毛,アモウ,阿毛,4019,1
阿木,アキ,阿木,987,1
阿木,アギ,阿木,996,1
阿木良,アキラ,阿木良,1298,1
阿冶部,アジベ,阿冶部,2493,1
阿野,アノ,阿野,3309,1
阿野山,アノヤマ,阿野山,3321,1
阿野田,アノタ,阿野田,3316,1
阿野田,アノダ,阿野田,3318,1
阿野尾,アノオ,阿野尾,3315,1
阿弥,アミ,阿弥,3847,1
阿矢谷,アヤタニ,阿矢谷,4060,1
阿矢部,アヤベ,阿矢部,4078,1
阿由葉,アユハ,阿由葉,4109,1
阿由葉,アユバ,阿由葉,4110,1
阿葉家,アバカ,阿葉家,3326,1
阿羅,アラ,阿羅,4116,1
阿羅田,アラタ,阿羅田,4328,1
阿頼耶,アラヤ,阿頼耶,4482,1
阿利,アリ,阿利,4509,1
阿立,アダチ,阿立,2918,1
阿留多伎,アルタキ,阿留多伎,4817,1
阿良,アラ,阿良,4117,1
阿良,アロウ,阿良,4825,1
阿良井,アライ,阿良井,4125,1
阿良山,アラヤマ,阿良山,4498,1
阿良田,アラタ,阿良田,4329,1
阿良木,アラキ,阿良木,4214,1
阿輪,アワ,阿輪,4828,1
阿礼,アレイ,阿礼,4823,1
阿路,アジ,阿路,2254,1
阿路川,アジカワ,阿路川,2320,1
阿乘,アノリ,阿乘,3323,1
阿壽賀,アスカ,阿壽賀,2579,1
阿實,アザネ,阿實,2002,1
阿實,アジツ,阿實,2433,1
阿彌,アミ,阿彌,3848,1
阿籏,アハタ,阿籏,3330,1
阿縣,アガタ,阿縣,764,1
阿萬,アズマ,阿萬,2631,1
阿萬,アマ,阿萬,3494,1
阿萬,アマン,阿萬,3843,1
阿萬田,アマタ,阿萬田,3675,1
阿萬田,アマダ,阿萬田,3679,1
阿萬野,アマノ,阿萬野,3749,1
阿藏,アゾウ,阿藏,2829,1
阿蘓,アソ,阿蘓,2804,1
阿逹,アダチ,阿逹,2919,1
阿邊,アベ,阿邊,3429,1
阿邊山,アベヤマ,阿邊山,3471,1
阿邉,アベ,阿邉,3430,1
阿邉山,アベヤマ,阿邉山,3472,1
阿閇,アトジ,阿閇,3185,1
愛,アイ,愛,2,1
愛屋,アイヤ,愛屋,367,1
愛下,アイカ,愛下,30,1
愛下,アイシタ,愛下,143,1
愛垣,アイガキ,愛垣,37,1
愛久沢,アクザワ,愛久沢,1336,1
愛久澤,アイクザワ,愛久澤,78,1
愛久澤,アクサワ,愛久澤,1333,1
愛久澤,アクザワ,愛久澤,1337,1
愛宮,エノミヤ,愛宮,17522,1
愛教,アイキョウ,愛教,72,1
愛橋,アイハシ,愛橋,307,1
愛敬,アイキョウ,愛敬,73,1
愛敬,アイケイ,愛敬,85,1
愛月,アイツキ,愛月,235,1
愛原,アイハラ,愛原,319,1
愛江田,アイエダ,愛江田,21,1
愛甲,アイコウ,愛甲,87,1
愛合,アイゴウ,愛合,88,1
愛山,アイヤマ,愛山,370,1
愛子,アイシ,愛子,139,1
愛州,アイス,愛州,158,1
愛洲,アイス,愛洲,159,1
愛沼,アイヌマ,愛沼,259,1
愛上,アイガミ,愛上,49,1
愛場,アイバ,愛場,283,1
愛新,アイシン,愛新,157,1
愛須,アイス,愛須,160,1
愛水,エミ,愛水,17856,1
愛瀬,アイセ,愛瀬,172,1
愛清,アイキヨ,愛清,71,1
愛川,アイカワ,愛川,53,1
愛染,アイゼン,愛染,176,1
愛村,アイムラ,愛村,353,1
愛多地,アダチ,愛多地,2920,1
愛沢,アイサワ,愛沢,111,1
愛沢,アイザワ,愛沢,120,1
愛谷,アイタニ,愛谷,212,1
愛谷,アイヤ,愛谷,368,1
愛知,アイチ,愛知,221,1
愛知後,エチゴ,愛知後,17209,1
愛地,アイチ,愛地,222,1
愛智,アイチ,愛智,223,1
愛津,アイヅ,愛津,228,1
愛坪,アイツボ,愛坪,240,1
愛田,アイタ,愛田,191,1
愛田,アイダ,愛田,197,1
愛宕,アタゴ,愛宕,2913,1
愛宕,オタギ,愛宕,22789,1
愛島,アイシマ,愛島,146,1
愛島,アイジマ,愛島,152,1
愛徳,ナルエ,愛徳,87678,1
愛内,アイウチ,愛内,14,1
愛日,アイニチ,愛日,256,1
愛波,アイバ,愛波,284,1
愛尾,アイオ,愛尾,23,1
愛木,アイキ,愛木,64,1
愛野,アイノ,愛野,263,1
愛葉,アイバ,愛葉,285,1
愛路,アイジ,愛路,140,1
愛澤,アイサワ,愛澤,112,1
愛澤,アイザワ,愛澤,121,1
姶良,アイラ,姶良,376,1
逢見,オウミ,逢見,18653,1
逢見,オオミ,逢見,20485,1
逢見谷,オオミヤ,逢見谷,20541,1
逢坂,アイサカ,逢坂,96,1
逢坂,オウサカ,逢坂,18523,1
逢坂,オオサカ,逢坂,19367,1
逢坂部,オオサカベ,逢坂部,19383,1
逢阪,アイサカ,逢阪,97,1
逢阪,オウサカ,逢阪,18524,1
逢阪,オオサカ,逢阪,19368,1
逢山,オオヤマ,逢山,20678,1
逢出,オオデ,逢出,19977,1
逢台,ホウダイ,逢台,104864,1
逢沢,アイサワ,逢沢,113,1
逢沢,アイザワ,逢沢,122,1
逢地,オウチ,逢地,18584,1
逢地,オオチ,逢地,19852,1
逢野,オウノ,逢野,18627,1
逢野,オオノ,逢野,20152,1
逢来,ホウライ,逢来,105059,1
逢莱,ホウライ,逢莱,105060,1
逢澤,アイサワ,逢澤,114,1
逢澤,アイザワ,逢澤,123,1
逢澤,オウサワ,逢澤,18527,1
葵,アオイ,葵,392,1
葵田,アオイタ,葵田,399,1
葵田,アオイダ,葵田,401,1
葵木,アオキ,葵木,435,1
茜,アカネ,茜,827,1
茜ケ久保,アカネガクボ,茜ケ久保,831,1
茜屋,アカネヤ,茜屋,836,1
茜谷,アカネタニ,茜谷,834,1
茜谷,アカネヤ,茜谷,837,1
茜部,アカナベ,茜部,819,1
茜部,アカネベ,茜部,835,1
穐井,アキイ,穐井,997,1
穐永,アキナガ,穐永,1154,1
穐岡,アキオカ,穐岡,1019,1
穐間,アキマ,穐間,1223,1
穐丸,アキマル,穐丸,1231,1
穐吉,アキヨシ,穐吉,1288,1
穐久,アキヒサ,穐久,1203,1
穐近,アキチカ,穐近,1112,1
穐月,アキツキ,穐月,1125,1
穐月,アキヅキ,穐月,1128,1
穐元,アキモト,穐元,1252,1
穐原,アキハラ,穐原,1198,1
穐好,アキヨシ,穐好,1289,1
穐山,アキヤマ,穐山,1277,1
穐山,キヤマ,穐山,37145,1
穐枝,アキエダ,穐枝,1013,1
穐鹿,アイカ,穐鹿,31,1
穐鹿,アキシカ,穐鹿,1069,1
穐宗,アキムネ,穐宗,1244,1
穐西,アキニシ,穐西,1162,1
穐村,アキムラ,穐村,1247,1
穐沢,アキザワ,穐沢,1062,1
穐谷,アキヤ,穐谷,1268,1
穐池,アキイケ,穐池,1000,1
穐長,アキナガ,穐長,1155,1
穐津,アキツ,穐津,1115,1
穐庭,アキバ,穐庭,1176,1
穐田,アキタ,穐田,1096,1
穐保,アキホ,穐保,1213,1
穐本,アキモト,穐本,1253,1
穐野,アキノ,穐野,1167,1
穐友,アキトモ,穐友,1149,1
穐葉,アキバ,穐葉,1177,1
穐和,アキワ,穐和,1311,1
穐和木,アキワギ,穐和木,1318,1
穐澤,アキザワ,穐澤,1063,1
悪原,アクハラ,悪原,1382,1
悪戸,アクト,悪戸,1365,1
悪七,アクシチ,悪七,1342,1
悪沢,アクザワ,悪沢,1338,1
悪虫,アクムシ,悪虫,1385,1
悪澤,アクザワ,悪澤,1339,1
握美,アツミ,握美,3104,1
渥海,アツウミ,渥海,3004,1
渥海,アツミ,渥海,3105,1
渥見,アツミ,渥見,3106,1
渥原,アツハラ,渥原,3083,1
渥実,アツミ,渥実,3107,1
渥川,アツカワ,渥川,3015,1
渥美,アツミ,渥美,3108,1
渥味,アツミ,渥味,3109,1
渥實,アツミ,渥實,3110,1
旭,アサヒ,旭,2060,1
旭井,アサイ,旭井,1641,1
旭岡,アサヒオカ,旭岡,2073,1
旭岡,ヒノオカ,旭岡,98998,1
旭梶山,アサヒカジヤマ,旭梶山,2074,1
旭吉,ヒヨシ,旭吉,99633,1
旭形,アサヒガタ,旭形,2075,1
旭山,アサヒヤマ,旭山,2101,1
旭山,ヒヤマ,旭山,99480,1
旭森,ヒノモリ,旭森,99162,1
旭川,アサヒカワ,旭川,2076,1
旭泉,ヒイズミ,旭泉,97148,1
旭沢,アサヒザワ,旭沢,2079,1
旭谷,アサヒタニ,旭谷,2083,1
旭谷,アサヒダニ,旭谷,2084,1
旭谷,アサヒヤ,旭谷,2100,1
旭置,ヒオキ,旭置,97258,1
旭爪,ヒノツメ,旭爪,99098,1
旭天,キョクテン,旭天,37593,1
旭田,アサヒダ,旭田,2081,1
旭奈,アサヒナ,旭奈,2088,1
旭南,アサヒナ,旭南,2089,1
旭日,アサヒ,旭日,2061,1
旭野,アサヒノ,旭野,2097,1
